ID,Postcode,Locality,State,longitude,latitude,DC,Type,SA3,SA3Name,SA4,SA4Name,Status
8712,3875,BENGWORDEN,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8713,3875,BROADLANDS,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8714,3875,BULLUMWAAL,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8715,3875,CALULU,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8716,3875,CLIFTON CREEK,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8717,3875,DEPTFORD,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8718,3875,EAST BAIRNSDALE,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
20997,3875,EASTWOOD,VIC,147.6345106,-37.81289131,Bairnsdale,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8719,3875,ELLASWOOD,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8720,3875,FAIRY DELL,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8721,3875,FLAGGY CREEK,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8722,3875,FORGE CREEK,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8723,3875,GOON NURE,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8724,3875,GRANITE ROCK,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8725,3875,HILLSIDE,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8726,3875,HOLLANDS LANDING,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8727,3875,IGUANA CREEK,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8728,3875,LINDENOW SOUTH,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8729,3875,LUCKNOW,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
20998,3875,MARTHAVALE,VIC,147.5075866,-37.44431597,Bairnsdale,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8730,3875,MELWOOD,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8731,3875,MERRIJIG,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8732,3875,MOUNT TAYLOR,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8733,3875,NEWLANDS ARM,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
20999,3875,RYANS,VIC,147.4744504,-37.55196002,Bairnsdale,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8734,3875,SARSFIELD,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8735,3875,TABBERABBERA,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8736,3875,WALPA,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8737,3875,WATERHOLES,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
21000,3875,WENTWORTH,VIC,147.4884522,-37.30864369,Bairnsdale,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8738,3875,WOODGLEN,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8739,3875,WUK WUK,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8740,3875,WY YUNG,VIC,147.561112,-37.670456,BAIRNSDALE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8741,3878,EAGLE POINT,VIC,147.680121,-37.898544,PAYNESVILLE,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8742,3880,BOOLE POOLE,VIC,147.727389,-37.914728,PAYNESVILLE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8743,3880,OCEAN GRANGE,VIC,147.727389,-37.914728,PAYNESVILLE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8744,3880,PAYNESVILLE,VIC,147.727389,-37.914728,PAYNESVILLE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8745,3880,RAYMOND ISLAND,VIC,147.727389,-37.914728,PAYNESVILLE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8746,3882,NICHOLSON,VIC,147.764385,-37.812017,NICHOLSON,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
21001,3885,BRUMBY,VIC,148.0696953,-37.01610136,Victoria Country 5,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8747,3885,BRUTHEN,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8748,3885,BUCHAN,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8749,3885,BUCHAN SOUTH,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8750,3885,BUTCHERS RIDGE,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8751,3885,GELANTIPY,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8752,3885,MOSSIFACE,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8753,3885,MURRINDAL,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8754,3885,SUGGAN BUGGAN,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8755,3885,TAMBO UPPER,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8756,3885,TIMBARRA,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8757,3885,W TREE,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8758,3885,WISELEIGH,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8759,3885,WULGULMERANG,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8760,3885,WULGULMERANG EAST,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8761,3885,WULGULMERANG WEST,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8762,3885,YALMY,VIC,148.118511,-37.291807,BRUTHEN,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8763,3886,NEWMERELLA,VIC,148.426851,-37.770977,NEWMERELLA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8764,3887,LAKE TYERS,VIC,148.116641,-37.757895,NOWA NOWA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8765,3887,NOWA NOWA,VIC,148.116641,-37.757895,NOWA NOWA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8766,3887,WAIREWA,VIC,148.116641,-37.757895,NOWA NOWA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8767,3888,BENDOC,VIC,148.660943,-37.39051,BENDOC,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8768,3888,BETE BOLONG,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8769,3888,BETE BOLONG NORTH,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8770,3888,BONANG,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8771,3888,BRODRIBB RIVER,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8772,3888,CABANANDRA,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8773,3888,CAPE CONRAN,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8774,3888,CORRINGLE,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
21002,3888,DEDDICK VALLEY,VIC,148.4725251,-37.05839205,Victoria Country 5,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
21003,3888,DELEGATE RIVER,VIC,148.812726,-37.10937561,Victoria Country 5,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8775,3888,DELEGATE RIVER EAST,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8776,3888,DELLICKNORA,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8777,3888,GOONGERAH,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8778,3888,HAYDENS BOG,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8779,3888,JARRAHMOND,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8780,3888,LOCHEND,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8781,3888,MARLO,VIC,148.660943,-37.39051,MARLO,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8782,3888,MARTINS CREEK,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8783,3888,NURRAN,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8784,3888,OMEO VALLEY,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8785,3888,ORBOST,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8786,3888,SIMPSONS CREEK,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8787,3888,TOSTAREE,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8788,3888,TUBBUT,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8789,3888,WAYGARA,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8790,3888,WOMBAT CREEK,VIC,148.660943,-37.39051,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8791,3889,BELL BIRD CREEK,VIC,148.873952,-37.610841,Victoria Country 5,,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
21004,3889,BELLBIRD CREEK,VIC,148.814786,-37.63819699,Victoria Country 5,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8792,3889,BEMM RIVER,VIC,148.873952,-37.610841,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8793,3889,CABBAGE TREE CREEK,VIC,148.873952,-37.610841,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8794,3889,CLUB TERRACE,VIC,148.873952,-37.610841,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8795,3889,COMBIENBAR,VIC,148.873952,-37.610841,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8796,3889,ERRINUNDRA,VIC,148.873952,-37.610841,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8797,3889,MANORINA,VIC,148.873952,-37.610841,ORBOST,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8798,3890,BULDAH,VIC,149.217216,-37.566489,CANN RIVER,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8799,3890,CANN RIVER,VIC,149.217216,-37.566489,CANN RIVER,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8800,3890,CHANDLERS CREEK,VIC,149.217216,-37.566489,CANN RIVER,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8801,3890,NOORINBEE,VIC,149.217216,-37.566489,CANN RIVER,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8802,3890,NOORINBEE NORTH,VIC,149.217216,-37.566489,CANN RIVER,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8803,3890,TAMBOON,VIC,149.217216,-37.566489,CANN RIVER,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8804,3890,TONGHI CREEK,VIC,149.217216,-37.566489,CANN RIVER,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8805,3890,WEERAGUA,VIC,149.217216,-37.566489,CANN RIVER,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8806,3891,GENOA,VIC,149.538907,-37.567684,GENOA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8807,3891,GIPSY POINT,VIC,149.538907,-37.567684,GENOA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8808,3891,MARAMINGO CREEK,VIC,149.538907,-37.567684,GENOA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8809,3891,WALLAGARAUGH,VIC,149.538907,-37.567684,GENOA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8810,3891,WANGARABELL,VIC,149.538907,-37.567684,GENOA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8811,3891,WINGAN RIVER,VIC,149.538907,-37.567684,GENOA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8812,3891,WROXHAM,VIC,149.538907,-37.567684,GENOA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8813,3892,MALLACOOTA,VIC,149.909868,-37.563775,MALLACOOTA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8814,3893,DOUBLE BRIDGES,VIC,147.866067,-37.495349,SWIFTS CREEK,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8815,3893,STIRLING,VIC,147.866067,-37.495349,SWIFTS CREEK,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8816,3893,TAMBO CROSSING,VIC,147.866067,-37.495349,SWIFTS CREEK,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8817,3895,DOCTORS FLAT,VIC,147.887515,-37.379331,ENSAY,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8538,3895,ENSAY,VIC,147.887515,-37.379331,ENSAY,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8539,3895,ENSAY NORTH,VIC,147.887515,-37.379331,ENSAY,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8540,3895,REEDY CREEK,VIC,147.887515,-37.379331,ENSAY,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
21005,3895,REEDY FLAT,VIC,147.916566,-37.40606605,Victoria Country 5,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8541,3896,BINDI,VIC,147.707962,-37.264671,SWIFTS CREEK,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8542,3896,BROOKVILLE,VIC,147.707962,-37.264671,SWIFTS CREEK,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8543,3896,NUNNIONG,VIC,147.707962,-37.264671,SWIFTS CREEK,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8544,3896,SWIFTS CREEK,VIC,147.707962,-37.264671,SWIFTS CREEK,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8545,3896,TONGIO,VIC,147.707962,-37.264671,SWIFTS CREEK,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8546,3898,ANGLERS REST,VIC,147.464799,-37.066169,OMEO,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8547,3898,BINGO,VIC,147.464799,-37.066169,OMEO,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8548,3898,BINGO MUNJIE,VIC,147.464799,-37.066169,OMEO,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8549,3898,BUNDARA,VIC,147.464799,-37.066169,OMEO,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8550,3898,CASSILIS,VIC,147.464799,-37.066169,OMEO,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8551,3898,COBUNGRA,VIC,147.464799,-37.066169,OMEO,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8552,3898,DINNER PLAIN,VIC,147.464799,-37.066169,OMEO,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8553,3898,GLEN VALLEY,VIC,147.464799,-37.066169,OMEO,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8554,3898,GLEN WILLS,VIC,147.464799,-37.066169,OMEO,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8555,3898,HINNOMUNJIE,VIC,147.464799,-37.066169,OMEO,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8556,3898,OMEO,VIC,147.464799,-37.066169,OMEO,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
21006,3898,OMEO VALLEY,VIC,147.6157209,-36.94711928,Victoria Country 5,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8557,3898,SHANNONVALE,VIC,147.464799,-37.066169,OMEO,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8558,3900,BENAMBRA,VIC,147.826143,-36.88053,BENAMBRA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8559,3900,COBBERAS,VIC,147.826143,-36.88053,BENAMBRA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8560,3900,UPLANDS,VIC,147.826143,-36.88053,BENAMBRA,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8561,3902,BUMBERRAH,VIC,147.814894,-37.797042,JOHNSONVILLE,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8562,3902,JOHNSONVILLE,VIC,147.814894,-37.797042,JOHNSONVILLE,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8563,3903,SWAN REACH,VIC,147.867533,-37.811303,SWAN REACH,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8564,3904,METUNG,VIC,147.839367,-37.881041,METUNG,Delivery Area,20502,Gippsland - East,205,Latrobe - Gippsland,Updated 6-Feb-2020
8565,3909,KALIMNA,VIC,147.970237,-37.821921,LAKES ENTRANCE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8566,3909,KALIMNA WEST,VIC,147.970237,-37.821921,LAKES ENTRANCE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8567,3909,LAKE BUNGA,VIC,147.970237,-37.821921,LAKES ENTRANCE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8568,3909,LAKE TYERS BEACH,VIC,147.970237,-37.821921,LAKES ENTRANCE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8569,3909,LAKES ENTRANCE,VIC,147.970237,-37.821921,LAKES ENTRANCE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8570,3909,NUNGURNER,VIC,147.970237,-37.821921,LAKES ENTRANCE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8571,3909,NYERIMILANG,VIC,147.970237,-37.821921,LAKES ENTRANCE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8572,3909,TOORLOO ARM,VIC,147.970237,-37.821921,LAKES ENTRANCE,Delivery Area,20505,Wellington,205,Latrobe - Gippsland,Updated 6-Feb-2020
8573,3910,LANGWARRIN,VIC,145.198328,-38.156369,CRANBOURNE DC,Delivery Area,21401,Frankston,214,Mornington Peninsula,Updated 6-Feb-2020
8574,3911,BAXTER,VIC,145.169556,-38.196908,BAXTER DELIVERY ANNEXE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
8575,3911,LANGWARRIN SOUTH,VIC,145.169556,-38.196908,BAXTER DELIVERY ANNEXE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
8576,3912,PEARCEDALE,VIC,145.227373,-38.217991,SOMERVILLE DC,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
8577,3912,SOMERVILLE,VIC,145.227373,-38.217991,SOMERVILLE DC,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
8578,3913,TYABB,VIC,145.166426,-38.262273,TYABB DELIVERY ANNEXE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
8579,3915,HASTINGS,VIC,145.136622,-38.305806,HASTINGS DELIVERY CENTRE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
8580,3915,TUERONG,VIC,145.136622,-38.305806,HASTINGS DELIVERY CENTRE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
8581,3916,MERRICKS,VIC,145.050587,-38.415199,HASTINGS DELIVERY CENTRE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
8582,3916,POINT LEO,VIC,145.050587,-38.415199,HASTINGS DELIVERY CENTRE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
8583,3916,SHOREHAM,VIC,145.050587,-38.415199,HASTINGS DELIVERY CENTRE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
8584,3918,BITTERN,VIC,145.155546,-38.339871,BITTERN,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
8585,3919,CRIB POINT,VIC,145.199777,-38.352327,CRIB POINT,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
8586,3920,FLINDERS NAVAL DEPOT,VIC,145.19304,-38.38752,Victoria Country 1,,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
8587,3920,HMAS CERBERUS,VIC,145.19304,-38.38752,Victoria Country 1,,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
21007,3921,ELIZABETH ISLAND,VIC,145.3687444,-38.41571044,Victoria Country 2,Delivery Area,20503,Gippsland - South West,205,Latrobe - Gippsland,Updated 6-Feb-2020
8588,3921,FRENCH ISLAND,VIC,145.367079,-38.419488,TANKERTON,Delivery Area,20503,Gippsland - South West,205,Latrobe - Gippsland,Updated 6-Feb-2020
